doi,polymer(s),is_solvent_blend,solvent(s),solvent_components,solution_concentration_wt%,needle_type,needle_diameter_G,collector_type,rotation_speed_rpm,voltage_kv,flow_rate_ml/h,tip_collector_distance_cm,temperature_c,humidity_%,formation_stable,fiber_diameter_nm,fiber_diameter_variation_nm,tail_observation
https://doi.org/10.1016/j.jafr.2019.100015,CA,False,ACETONE,"[{""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",9.0,Single Needle,22.0,Flat,,16.0,2.0,10.0,23.0,45,True,478.0,337.0,False
https://doi.org/10.1016/j.jafr.2019.100015,CA,False,ACETONE,"[{""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Flat,,8.0,2.0,6.0,23.0,45,True,756.0,470.0,False
https://doi.org/10.1016/j.jafr.2019.100015,CA,False,ACETONE,"[{""solventName"": ""ACETONE"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Flat,,12.0,2.0,10.0,23.0,45,True,653.0,403.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,15.0,,45,True,120.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,15.0,,45,True,197.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,2.0,,45,True,218.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,3.0,,45,True,221.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,4.0,,45,True,225.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,5.0,,45,True,203.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,6.0,,45,True,190.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,7.0,,45,True,185.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,8.0,,45,True,187.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,9.0,,45,True,190.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",7.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,10.0,,45,True,185.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,15.0,,45,True,156.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,2.0,,45,True,163.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,3.0,,45,True,159.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,4.0,,45,True,143.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,5.0,,45,True,150.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,6.0,,45,True,110.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,7.0,,45,True,100.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,8.0,,45,True,113.0,21.0,False
DOI10.1002/app.32569,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",5.0,Single Needle,21.0,Flat With Ethanol Bath,,18.0,1.0,9.0,,45,True,103.0,21.0,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,14.0,,45,True,275.58,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,16.0,,45,True,270.69,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,18.0,,45,True,263.68,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,20.0,,45,True,271.97,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,22.0,,45,True,276.48,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,12.0,0.42,18.0,,45,True,237.88,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,14.0,0.42,18.0,,45,True,242.22,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.42,18.0,,45,True,255.35,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,18.0,0.42,18.0,,45,True,259.69,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,20.0,0.42,18.0,,45,True,250.28,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.36,18.0,,45,True,237.84,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.42,18.0,,45,True,247.6,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.48,18.0,,45,True,255.6,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.54,18.0,,45,True,260.64,,False
https://doi.org/10.1515/epoly-2022-8106,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,22.0,Rolling Drum,300.0,16.0,0.6,18.0,,45,True,263.02,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.3,12.0,25.0,30,True,280.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.4,12.0,25.0,30,True,295.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.5,14.0,25.0,30,True,196.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.3,16.0,25.0,30,True,200.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.4,16.0,25.0,30,True,212.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,18.0,25.0,30,True,174.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.5,18.0,25.0,30,True,213.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.2,20.0,25.0,30,True,235.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.3,20.0,25.0,30,True,307.0,,False
https://doi.org/10.3390/polym15132813,PAN,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,22.0,Flat,,15.0,0.5,20.0,25.0,30,True,166.0,,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,25.0,20,True,580.0,160.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,35.0,20,True,200.0,80.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,45.0,20,True,160.0,60.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,25.0,20,True,460.0,200.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,35.0,20,True,185.0,80.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",16.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,45.0,20,True,160.0,50.0,False
https://doi.org/10.1515/epoly-2014-0110,PCL,False,ACETIC_ACID,"[{""solventName"": ""ACETIC_ACID"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",20.0,Single Needle,23.0,Flat,,20.0,0.5,15.0,45.0,20,True,220.0,80.0,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,10.0,,45,True,397.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,12.0,,45,True,197.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,8.0,,45,True,191.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,21.0,Rolling Drum,100.0,15.0,0.5,10.0,,45,True,372.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",12.0,Single Needle,21.0,Rolling Drum,100.0,21.0,0.5,10.0,,45,True,314.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,21.0,Rolling Drum,100.0,21.0,0.5,10.0,,45,True,320.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,8.0,,45,True,317.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,21.0,0.5,12.0,,45,True,287.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,10.0,,45,True,324.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,12.0,,45,True,298.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,10.0,,45,True,359.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,15.0,0.5,8.0,,45,True,313.0,,False
DOI10.1007/s00521-017-2996-6,PCL,False,DMF,"[{""solventName"": ""DMF"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 100.0, ""volumeRatioUnit"": ""v/v""}]",10.0,Single Needle,21.0,Rolling Drum,100.0,18.0,0.5,10.0,,45,True,348.0,,False
https://doi.org/10.1002/app.52131,PCL,True,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,20.0,Flat,,18.0,0.3,13.5,21.0,55,True,638.0,272.0,False
https://doi.org/10.1002/app.52131,PCL,True,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,20.0,Flat,,15.0,0.3,10.0,21.0,55,True,722.0,477.0,False
https://doi.org/10.1002/app.52131,PCL,True,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,20.0,Flat,,15.0,0.5,13.5,21.0,55,True,617.0,414.0,False
https://doi.org/10.1002/app.52131,PCL,True,CHLOROFORM-ETHANOL,"[{""solventName"": ""CHLOROFORM"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 70.0, ""volumeRatioUnit"": ""v/v""}, {""solventName"": ""ETHANOL"", ""weight"": null, ""weightUnit"": ""gram"", ""volumeRatio"": 30.0, ""volumeRatioUnit"": ""v/v""}]",8.0,Single Needle,20.0,Flat,,15.0,0.3,17.0,21.0,55,True,782.0,442.0,False
